photo_id,photo_url,total_score,useful,useful_text
408,http://static.panoramio.com/photos/original/4454148.jpg,1,1,yes
409,http://static.panoramio.com/photos/original/3648104.jpg,0.6,1,yes
410,http://static.panoramio.com/photos/original/91043199.jpg,1,1,yes
411,http://static.panoramio.com/photos/original/8430872.jpg,1,1,yes
412,http://static.panoramio.com/photos/original/91394950.jpg,0.4,1,yes
413,http://static.panoramio.com/photos/original/24452940.jpg,-1,-1,no
414,http://static.panoramio.com/photos/original/49399251.jpg,-1,-1,no
415,http://static.panoramio.com/photos/original/31630153.jpg,1,1,yes
416,http://static.panoramio.com/photos/original/66226944.jpg,-1,-1,no
417,http://static.panoramio.com/photos/original/33210198.jpg,1,1,yes
418,http://static.panoramio.com/photos/original/23659421.jpg,1,1,yes
419,http://static.panoramio.com/photos/original/7391620.jpg,1,1,yes
420,http://static.panoramio.com/photos/original/10021880.jpg,0.8,1,yes
421,http://static.panoramio.com/photos/original/44182579.jpg,1,1,yes
422,http://static.panoramio.com/photos/original/10469997.jpg,1,1,yes
423,http://static.panoramio.com/photos/original/47702117.jpg,1,1,yes
424,http://static.panoramio.com/photos/original/106428391.jpg,1,1,yes
425,http://static.panoramio.com/photos/original/69338176.jpg,-0.6,-1,no
426,http://static.panoramio.com/photos/original/29417143.jpg,0.8,1,yes
427,http://static.panoramio.com/photos/original/109909045.jpg,-0.8,-1,no
428,http://static.panoramio.com/photos/original/6349228.jpg,-1,-1,no
429,http://static.panoramio.com/photos/original/82282450.jpg,0,0,maybe
430,http://static.panoramio.com/photos/original/6349193.jpg,0.8,1,yes
431,http://static.panoramio.com/photos/original/36389315.jpg,0,0,maybe
432,http://static.panoramio.com/photos/original/79854069.jpg,0,0,maybe
433,http://static.panoramio.com/photos/original/764119.jpg,0,0,maybe
434,http://static.panoramio.com/photos/original/53687675.jpg,0.6,1,yes
435,http://static.panoramio.com/photos/original/10022378.jpg,0.8,1,yes
436,http://static.panoramio.com/photos/original/52635174.jpg,0.2,0,maybe
437,http://static.panoramio.com/photos/original/3559710.jpg,0.2,0,maybe
438,http://static.panoramio.com/photos/original/107399805.jpg,0.6,1,yes
439,http://static.panoramio.com/photos/original/50824534.jpg,0.8,1,yes
440,http://static.panoramio.com/photos/original/5522093.jpg,0.8,1,yes
441,http://static.panoramio.com/photos/original/15422460.jpg,1,1,yes
442,http://static.panoramio.com/photos/original/76354624.jpg,1,1,yes
443,http://static.panoramio.com/photos/original/52789710.jpg,1,1,yes
444,http://static.panoramio.com/photos/original/61368322.jpg,1,1,yes
445,http://static.panoramio.com/photos/original/65955463.jpg,0.4,1,yes
446,http://static.panoramio.com/photos/original/393361.jpg,-0.6,-1,no
447,http://static.panoramio.com/photos/original/28654586.jpg,0.8,1,yes
448,http://static.panoramio.com/photos/original/65861783.jpg,0.4,1,yes
449,http://static.panoramio.com/photos/original/64446973.jpg,1,1,yes
450,http://static.panoramio.com/photos/original/94482903.jpg,1,1,yes
451,http://static.panoramio.com/photos/original/109985363.jpg,1,1,yes
452,http://static.panoramio.com/photos/original/7331522.jpg,0.4,1,yes
453,http://static.panoramio.com/photos/original/38682698.jpg,-0.4,-1,no
454,http://static.panoramio.com/photos/original/11465402.jpg,1,1,yes
455,http://static.panoramio.com/photos/original/49264565.jpg,0.6,1,yes
456,http://static.panoramio.com/photos/original/72221716.jpg,1,1,yes
457,http://static.panoramio.com/photos/original/7558857.jpg,1,1,yes
458,http://static.panoramio.com/photos/original/3377635.jpg,1,1,yes
459,http://static.panoramio.com/photos/original/91353032.jpg,1,1,yes
460,http://static.panoramio.com/photos/original/99209082.jpg,1,1,yes
461,http://static.panoramio.com/photos/original/23772817.jpg,0.2,0,maybe
462,http://static.panoramio.com/photos/original/4229282.jpg,0,0,maybe
463,http://static.panoramio.com/photos/original/84080862.jpg,-0.2,0,maybe
464,http://static.panoramio.com/photos/original/9217066.jpg,0.6,1,yes
465,http://static.panoramio.com/photos/original/11499341.jpg,1,1,yes
466,http://static.panoramio.com/photos/original/14159222.jpg,1,1,yes
467,http://static.panoramio.com/photos/original/58632177.jpg,0.2,0,maybe
468,http://static.panoramio.com/photos/original/62649970.jpg,0,0,maybe
469,http://static.panoramio.com/photos/original/100107441.jpg,0.4,1,yes
470,http://static.panoramio.com/photos/original/7106605.jpg,-0.4,-1,no
471,http://static.panoramio.com/photos/original/44178457.jpg,0.4,1,yes
472,http://static.panoramio.com/photos/original/96849755.jpg,0,0,maybe
473,http://static.panoramio.com/photos/original/50353203.jpg,0.2,0,maybe
474,http://static.panoramio.com/photos/original/77531180.jpg,1,1,yes
475,http://static.panoramio.com/photos/original/12034900.jpg,0,0,maybe
476,http://static.panoramio.com/photos/original/19092174.jpg,0,0,maybe
477,http://static.panoramio.com/photos/original/98189312.jpg,-1,-1,no
478,http://static.panoramio.com/photos/original/110368207.jpg,-1,-1,no
479,http://static.panoramio.com/photos/original/16645079.jpg,0.8,1,yes
480,http://static.panoramio.com/photos/original/106134625.jpg,0.8,1,yes
481,http://static.panoramio.com/photos/original/16716154.jpg,1,1,yes
482,http://static.panoramio.com/photos/original/64087962.jpg,1,1,yes
483,http://static.panoramio.com/photos/original/104609711.jpg,1,1,yes
484,http://static.panoramio.com/photos/original/37491691.jpg,1,1,yes
485,http://static.panoramio.com/photos/original/12394551.jpg,1,1,yes
486,http://static.panoramio.com/photos/original/48741106.jpg,-1,-1,no
487,http://static.panoramio.com/photos/original/15342996.jpg,0.8,1,yes
488,http://static.panoramio.com/photos/original/29855869.jpg,1,1,yes
489,http://static.panoramio.com/photos/original/51525434.jpg,1,1,yes
490,http://static.panoramio.com/photos/original/30439722.jpg,1,1,yes
491,http://static.panoramio.com/photos/original/5356912.jpg,0,0,maybe
492,http://static.panoramio.com/photos/original/106699685.jpg,-0.2,0,maybe
493,http://static.panoramio.com/photos/original/46213109.jpg,0.6,1,yes
494,http://static.panoramio.com/photos/original/73987303.jpg,1,1,yes
495,http://static.panoramio.com/photos/original/92903691.jpg,1,1,yes
496,http://static.panoramio.com/photos/original/105486799.jpg,-0.2,0,maybe
497,http://static.panoramio.com/photos/original/7650521.jpg,0.8,1,yes
498,http://static.panoramio.com/photos/original/51210188.jpg,1,1,yes
499,http://static.panoramio.com/photos/original/880316.jpg,0.2,0,maybe
500,http://static.panoramio.com/photos/original/150110.jpg,0,0,maybe
501,http://static.panoramio.com/photos/original/62657680.jpg,0,0,maybe
502,http://static.panoramio.com/photos/original/71417483.jpg,0.2,0,maybe
503,http://static.panoramio.com/photos/original/61441723.jpg,-1,-1,no
504,http://static.panoramio.com/photos/original/16191886.jpg,0.8,1,yes
505,http://static.panoramio.com/photos/original/75903418.jpg,1,1,yes
506,http://static.panoramio.com/photos/original/28361020.jpg,0,0,maybe
507,http://static.panoramio.com/photos/original/31883708.jpg,0,0,maybe
508,http://static.panoramio.com/photos/original/6356859.jpg,0,0,maybe
509,http://static.panoramio.com/photos/original/17173407.jpg,0.2,0,maybe
510,http://static.panoramio.com/photos/original/48139258.jpg,-1,-1,no
511,http://static.panoramio.com/photos/original/24794279.jpg,0.8,1,yes
512,http://static.panoramio.com/photos/original/51963806.jpg,0,0,maybe
513,http://static.panoramio.com/photos/original/64492625.jpg,0.6,1,yes
514,http://static.panoramio.com/photos/original/80185325.jpg,1,1,yes
515,http://static.panoramio.com/photos/original/59769319.jpg,0.8,1,yes
516,http://static.panoramio.com/photos/original/47240463.jpg,0.2,0,maybe
517,http://static.panoramio.com/photos/original/9053506.jpg,1,1,yes
518,http://static.panoramio.com/photos/original/58649683.jpg,0.8,1,yes
519,http://static.panoramio.com/photos/original/50379033.jpg,1,1,yes
520,http://static.panoramio.com/photos/original/71878361.jpg,-0.2,0,maybe
521,http://static.panoramio.com/photos/original/17468187.jpg,0.8,1,yes
522,http://static.panoramio.com/photos/original/222860.jpg,1,1,yes
523,http://static.panoramio.com/photos/original/49007892.jpg,0.6,1,yes
524,http://static.panoramio.com/photos/original/34778146.jpg,0.2,0,maybe
525,http://static.panoramio.com/photos/original/19044871.jpg,0.6,1,yes
526,http://static.panoramio.com/photos/original/8268112.jpg,0.8,1,yes
527,http://static.panoramio.com/photos/original/48252205.jpg,-1,-1,no
528,http://static.panoramio.com/photos/original/3705416.jpg,-0.2,0,maybe
529,http://static.panoramio.com/photos/original/62956411.jpg,0.6,1,yes
530,http://static.panoramio.com/photos/original/75930260.jpg,0,0,maybe
531,http://static.panoramio.com/photos/original/77822084.jpg,0,0,maybe
532,http://static.panoramio.com/photos/original/60410199.jpg,0,0,maybe
533,http://static.panoramio.com/photos/original/23789010.jpg,-0.8,-1,no
534,http://static.panoramio.com/photos/original/98476761.jpg,0,0,maybe
535,http://static.panoramio.com/photos/original/14487827.jpg,0.2,0,maybe
536,http://static.panoramio.com/photos/original/98442274.jpg,0,0,maybe
537,http://static.panoramio.com/photos/original/11098484.jpg,-0.8,-1,no
538,http://static.panoramio.com/photos/original/94805272.jpg,1,1,yes
539,http://static.panoramio.com/photos/original/97665282.jpg,1,1,yes
540,http://static.panoramio.com/photos/original/53305808.jpg,1,1,yes
541,http://static.panoramio.com/photos/original/12278499.jpg,0,0,maybe
542,http://static.panoramio.com/photos/original/106027743.jpg,1,1,yes
543,http://static.panoramio.com/photos/original/5652880.jpg,1,1,yes
544,http://static.panoramio.com/photos/original/60952452.jpg,1,1,yes
545,http://static.panoramio.com/photos/original/84378326.jpg,-1,-1,no
546,http://static.panoramio.com/photos/original/106025612.jpg,0,0,maybe
547,http://static.panoramio.com/photos/original/18362757.jpg,0.4,1,yes
548,http://static.panoramio.com/photos/original/10786471.jpg,0.2,0,maybe
549,http://static.panoramio.com/photos/original/35794286.jpg,0,0,maybe
550,http://static.panoramio.com/photos/original/24868182.jpg,0,0,maybe
551,http://static.panoramio.com/photos/original/28184279.jpg,0.2,0,maybe
552,http://static.panoramio.com/photos/original/57810202.jpg,0,0,maybe
553,http://static.panoramio.com/photos/original/58065449.jpg,0.4,1,yes
554,http://static.panoramio.com/photos/original/55459821.jpg,0,0,maybe
555,http://static.panoramio.com/photos/original/89580535.jpg,-0.2,0,maybe
556,http://static.panoramio.com/photos/original/71206527.jpg,0,0,maybe
557,http://static.panoramio.com/photos/original/69665844.jpg,0,0,maybe
558,http://static.panoramio.com/photos/original/96247318.jpg,0.2,0,maybe
559,http://static.panoramio.com/photos/original/74746955.jpg,-1,-1,no
560,http://static.panoramio.com/photos/original/108394855.jpg,0,0,maybe
561,http://static.panoramio.com/photos/original/88427429.jpg,0.4,1,yes
562,http://static.panoramio.com/photos/original/13192268.jpg,1,1,yes
563,http://static.panoramio.com/photos/original/14235040.jpg,0,0,maybe
564,http://static.panoramio.com/photos/original/43976075.jpg,0,0,maybe
565,http://static.panoramio.com/photos/original/19325100.jpg,0.6,1,yes
566,http://static.panoramio.com/photos/original/81511472.jpg,0.2,0,maybe
567,http://static.panoramio.com/photos/original/106387661.jpg,0.2,0,maybe
568,http://static.panoramio.com/photos/original/7035088.jpg,0.8,1,yes
569,http://static.panoramio.com/photos/original/16206556.jpg,0.6,1,yes
570,http://static.panoramio.com/photos/original/50046886.jpg,1,1,yes
571,http://static.panoramio.com/photos/original/42642037.jpg,0,0,maybe
572,http://static.panoramio.com/photos/original/24868223.jpg,0.6,1,yes
573,http://static.panoramio.com/photos/original/41343187.jpg,1,1,yes
574,http://static.panoramio.com/photos/original/57188707.jpg,1,1,yes
575,http://static.panoramio.com/photos/original/61323178.jpg,-0.2,0,maybe
576,http://static.panoramio.com/photos/original/18636259.jpg,1,1,yes
577,http://static.panoramio.com/photos/original/32889111.jpg,1,1,yes
578,http://static.panoramio.com/photos/original/79870299.jpg,1,1,yes
579,http://static.panoramio.com/photos/original/86215362.jpg,0.8,1,yes
580,http://static.panoramio.com/photos/original/68195312.jpg,0.2,0,maybe
581,http://static.panoramio.com/photos/original/95594282.jpg,1,1,yes
582,http://static.panoramio.com/photos/original/95069018.jpg,1,1,yes
583,http://static.panoramio.com/photos/original/53307039.jpg,1,1,yes
584,http://static.panoramio.com/photos/original/92854486.jpg,1,1,yes
585,http://static.panoramio.com/photos/original/44405580.jpg,0.6,1,yes
586,http://static.panoramio.com/photos/original/94695604.jpg,0.8,1,yes
587,http://static.panoramio.com/photos/original/6960864.jpg,1,1,yes
588,http://static.panoramio.com/photos/original/30961592.jpg,0.2,0,maybe
589,http://static.panoramio.com/photos/original/104951171.jpg,0,0,maybe
590,http://static.panoramio.com/photos/original/81311411.jpg,0,0,maybe
591,http://static.panoramio.com/photos/original/98214447.jpg,1,1,yes
592,http://static.panoramio.com/photos/original/43402861.jpg,0.6,1,yes
593,http://static.panoramio.com/photos/original/86329690.jpg,1,1,yes
594,http://static.panoramio.com/photos/original/68231460.jpg,1,1,yes
595,http://static.panoramio.com/photos/original/68086737.jpg,-0.2,0,maybe
596,http://static.panoramio.com/photos/original/72990033.jpg,1,1,yes
597,http://static.panoramio.com/photos/original/18386813.jpg,1,1,yes
598,http://static.panoramio.com/photos/original/49266579.jpg,1,1,yes
599,http://static.panoramio.com/photos/original/96078980.jpg,1,1,yes
600,http://static.panoramio.com/photos/original/44748369.jpg,0,0,maybe
601,http://static.panoramio.com/photos/original/68171623.jpg,0.6,1,yes
602,http://static.panoramio.com/photos/original/82957341.jpg,1,1,yes
603,http://static.panoramio.com/photos/original/89189432.jpg,1,1,yes
604,http://static.panoramio.com/photos/original/12287566.jpg,1,1,yes
605,http://static.panoramio.com/photos/original/105021896.jpg,1,1,yes
606,http://static.panoramio.com/photos/original/9459106.jpg,1,1,yes
607,http://static.panoramio.com/photos/original/77801312.jpg,1,1,yes
608,http://static.panoramio.com/photos/original/14428552.jpg,1,1,yes
609,http://static.panoramio.com/photos/original/9544436.jpg,1,1,yes
610,http://static.panoramio.com/photos/original/30142796.jpg,1,1,yes
611,http://static.panoramio.com/photos/original/26054641.jpg,-0.4,-1,no
612,http://static.panoramio.com/photos/original/62453520.jpg,1,1,yes
613,http://static.panoramio.com/photos/original/71922680.jpg,1,1,yes
614,http://static.panoramio.com/photos/original/11374031.jpg,1,1,yes
615,http://static.panoramio.com/photos/original/43132326.jpg,1,1,yes
616,http://static.panoramio.com/photos/original/61263275.jpg,0,0,maybe
617,http://static.panoramio.com/photos/original/87423937.jpg,1,1,yes
618,http://static.panoramio.com/photos/original/68256031.jpg,0,0,maybe
619,http://static.panoramio.com/photos/original/27817066.jpg,-0.4,-1,no
620,http://static.panoramio.com/photos/original/25008439.jpg,1,1,yes
621,http://static.panoramio.com/photos/original/53621213.jpg,1,1,yes
622,http://static.panoramio.com/photos/original/49997188.jpg,1,1,yes
623,http://static.panoramio.com/photos/original/97509701.jpg,1,1,yes
624,http://static.panoramio.com/photos/original/63371360.jpg,0,0,maybe
625,http://static.panoramio.com/photos/original/64870939.jpg,1,1,yes
626,http://static.panoramio.com/photos/original/28648465.jpg,1,1,yes
627,http://static.panoramio.com/photos/original/27925791.jpg,-0.6,-1,no
628,http://static.panoramio.com/photos/original/4160178.jpg,-0.6,-1,no
629,http://static.panoramio.com/photos/original/7772110.jpg,0,0,maybe
630,http://static.panoramio.com/photos/original/4777890.jpg,0,0,maybe
631,http://static.panoramio.com/photos/original/48267967.jpg,0,0,maybe
632,http://static.panoramio.com/photos/original/12617334.jpg,0.2,0,maybe
633,http://static.panoramio.com/photos/original/448768.jpg,1,1,yes
634,http://static.panoramio.com/photos/original/10484194.jpg,-0.8,-1,no
635,http://static.panoramio.com/photos/original/24448394.jpg,1,1,yes
636,http://static.panoramio.com/photos/original/63673554.jpg,0,0,maybe
637,http://static.panoramio.com/photos/original/50522118.jpg,0.2,0,maybe
638,http://static.panoramio.com/photos/original/32823917.jpg,-0.2,0,maybe
639,http://static.panoramio.com/photos/original/82901294.jpg,0.2,0,maybe
640,http://static.panoramio.com/photos/original/564562.jpg,1,1,yes
641,http://static.panoramio.com/photos/original/65318028.jpg,0.4,1,yes
